,JobId,job_descriptions,job links,job titles,Posted By
807,807,"Posted by
Jarrar Haider
Assistant Manager HR
Send InMail
Qualification and Experience

BSc in Civil Engg
8+ years’ experience in Construction Projects Planning

Job Role and Soft Skills

Understanding project specifications and developing time schedules and budgets & cash flows.
Negotiating with vendors and contractors to secure the best prices.
Observing existing processes, analyzing staff performance, and addressing deficiencies accordingly.
Monitoring and tracking project progress, and writing up reports.
Understanding and meeting all contract requirements.
Analyzing technical drawings and providing material and cost estimates.
Ensuring all projects are completed on time and within budgets.",https://www.linkedin.com/jobs/view/3087892283/?eBP=CwEAAAGBLrjbTLThtXf1SzBaimjew-hc21ciGybF-5YYbZBGNR338c54nkJWP0IzhfajztVgp1xKxlGn2iZwrjo2MIqgPcX4nlBsHrFnJRY0atW7EyO9m3i5-5-MUxBpoP97ZOV4lIu1Htd6hMplweBMk9TgRQnslwvk0X2aV7RLTnEDAzETzFE5AHvX7Z6tRJrhKkhWbhargAk0F3Tp3uezb_KWcKr-0KRqHfUgqzvk9zEMM79m96CYc8B59zze4LIPdJ25ZREeIeYWzxN1LHrRo0LkY2uBMctGvnl0e9oOs-brQV29qgylJbH6gXHPHbAdRBccpdCRzI35Rv-RlkuuNi12gJR7LWoPmAdFEeR-dRNXfiFHPMohoeGfOfTo&recommendedFlavor=SCHOOL_RECRUIT&refId=dgja95ls1hFNZ6LyOJcMQA%3D%3D&trackingId=UnM3fVm8xN%2FUYXPwi4G85A%3D%3D&trk=flagship3_search_srp_jobs,Manager Planning,Zameen Developments
808,808,"Transformation has resulted in changes in skills requirements, roles, and numbers of roles required in the new operating model. The roles in the new operating model will be restricted to employees in the selection pool in the first instance. Selection for any jobs that remain unfilled following the agreed selection process will be conducted in line with the Global Recruitment policy.

Marketing and Communications at the British Council is a strategic function which drives awareness, understanding and engagement with us across our diverse audiences. We use insight, knowledge and analysis of our market and our customers to engage them with our work and our products and services in the most impactful and effective way. We lead the development of our brand and use our expertise to tell inspiring stories to enhance our global reputation, build lifelong relationships, engage our staff and demonstrate our impact. This role is a new role as part of Marketing and Communications Transformation programme. In line with the Global Recruitment policy, standard application and recruitment decisions will apply for this role.

Role Purpose

To support the Senior Marketing Manager, Exams in the development and implementation of the cluster/country marketing strategy and plans for Exams, ensuring alignment to the regional and global marketing strategy and brand, and to work in partnership with the Exams SBU to ensure that marketing programmes enable required business targets.

Strategy And Planning

Main accountabilities but not limited to the following:
Supports the Senior Marketing Manager to develop and execute marketing plans for Exams in the cluster/country, ensuring they drive and support the regional strategic objectives for the British Council in a flexible, cost-effective way.
Plans and executes go to market plans for Exams across the cluster/country, agreeing the programmes, delivery mechanisms, budgets, and resources.
Develops and executes campaigns to support a variety of routes to market and maximise impact and share of voice.
Deploys the British Council brand architecture in line with brand management standards.
Ensures that clear and consistent marketing processes are deployed for cluster/country Exams aligned to agreed global marketing processes.
Monitors and reports on agreed marketing KPIs for Exams in the cluster/country.
Consultancy, Analysis & Problem-solving
Applies professional marketing expertise to develop and enhance Exam’s marketing strategies, plans and approaches for the cluster/country.
Applies core technical and professional knowledge to identify and assess current state of Exams marketing, suggests opportunities for improvement and supports the development of new or improved practice to drive business growth and reduce duplication.
Presents information clearly supported as needed to tailor the presentation of findings to meet the differing needs of stakeholders in the cluster/country.
Supports others in understanding of the context, opportunities and challenges for Exam’s marketing functions and teams.
Makes appropriate linkages to issues in the Exams SBU and region, to help ensure that the development of Exams marketing strategies and plans is based on informed business insight and joined-up thinking.
Proactively seeks colleagues and other feedback to monitor satisfaction with the provision of marketing for Exams and specialist advice and support, enabling improvements to be made where issues are identified.
Business Development
Supports the implementation of new Exam’s marketing approaches and/or techniques which enhance efficiency and wider business impact, ensuring alignment across the cluster and to the regional Exams marketing strategy.
Drives a clear focus on audiences and market segmentation.
Explains to customers and colleagues within the cluster/country the need for compliance with agreed marketing policies and processes and produces reports to demonstrate compliance as needed.
Champions the deployment of the British Council brand architecture, monitors compliance, and manages interventions to address and resolve non-compliance.
Subject/Sector Expertise
Provides proactive professional advice and support to colleagues to ensure local Exams specific requirements are compliant with marketing policy, process, and governance.
Ensure the development of high quality and effective Exam’s marketing plans and solutions using and sharing their marketing expertise.
Proactively pursues an annual cycle of formally recognised Continuing Professional Development to maintain and deepen their professional expertise.
Commercial And Financial Management
Using agreed corporate systems and processes, supports budget management for the cluster/country regarding Exam’s marketing plans and programmes.
Conducts monthly and year-end reporting on progress against plan and deliverables, budget, and management of issues and risks.
Shows an understanding of value for money/cost effectiveness in the advice, recommendations and support they provide to colleagues in the business teams supporting them to achieve the best results from their projects, products, and services.
Relationship And Stakeholder Management
Proactively participates in the Marketing Community of Practice and network of marketing professionals developing good working relationships with colleagues across the organisation and the business & operational teams across the cluster they support.
Develops peer/personal networks within and outside Marketing to enhance own knowledge and expertise.
Proactively builds and maintains excellent relationships with internal partners and stakeholders to ensure integrated, joined up and future-proofed approaches.
Leadership And Management
Plans and prioritises own work activities to ensure effective delivery of marketing activities for the country over a quarterly to annual time horizon.
Shares intelligence, experience, and ideas to support Cluster Marketing Lead in identifying/developing new ways in which marketing could positively impact upon the British Council’s operational efficiency and effectiveness.
Role Specific Knowledge And Experience
Experience in a marketing position at a national level within a medium to large organisation
Demonstrable experience of developing marketing strategies and plans
Demonstrable experience of market demand assessment and generation
Demonstrable experience of advanced digital advertisement
Demonstrable experience of marketing KPIs tracking and reporting
Demonstrable experience in managing relationships with agencies
Further Information
Role: Marketing Manager, Exams, South Asia Cluster
Number of positions: 1
Pay Band: Grade 6 / G
Location: Pakistan
Contract type: Indefinite Contract-Local
Closing date: 10th June 2022 (23:59 Gulf Standard Time)
Other: Candidates must have the pre-existing right to work in location. Mobility / relocation support will not be provided.
We are committed to policies and practices of equality, diversity and inclusion across everything we do. We will support all employees to make sure their behaviour is consistent with this commitment. We welcome discussions about specific requirements or adjustments to enable participation and engagement in our work and activities.",https://www.linkedin.com/jobs/view/3088245066/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=dgja95ls1hFNZ6LyOJcMQA%3D%3D&trackingId=iRifRi6945%2B2jdkZW%2Feyow%3D%3D&trk=flagship3_search_srp_jobs,"Marketing Manager, Exams, South Asia Cluster",British Council
809,809,"If you get excited by the prospect of generating new leads and expanding a company’s client base, then you are the perfect fit for the role of business development executive.

We are looking for a resilient, empathic business development executive to contribute to the growth of our company.

Experience: 1+ years

Qualification: Bachelor's degree holder of Business Administration or similar.
Outreach to Industry partner for webinars and partnerships.
Plan and execute email marketing campaigns for digital agencies and enterprises
Cross-platform outreach to Influencers to initiate and mature partnerships
Execute top of the funnel marketing strategies to generate leads and prospects
Excellent presentation and communication skills",https://www.linkedin.com/jobs/view/3105701491/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=dgja95ls1hFNZ6LyOJcMQA%3D%3D&trackingId=moi8xEslNkVOHXMOXmS8Qg%3D%3D&trk=flagship3_search_srp_jobs,Business Development Executive,Boardroom Advisors: Part-Time CEOs MDs NEDs for Scale-Ups and SME's.
810,810,"We have multiple openings for Senior Software Engineer with at least 3 years of experience in Java applications development. Work from home flexibility is available, candidates from any city in Pakistan can apply.

Apply only if you are passionate about new technologies and have the required experience. We intend to hire only the best, provide them with challenging work and significant responsibility, and reward them significantly more than market standard.

What we are looking for in YOU?
Graduate degree in CS or related fields.
Excellent programming and analytical abilities, way above average!
Proficient in Java server side frameworks
Knowledge of Internet application development with open source technologies
Knowledge on Cloud Computing is desirable
Knowledge of Web Services, Microservices and distributed systems, Apache Tomcat, Grizzly, Maven, Junit, Mockito, Groovy, Spring Boot will be a Plus
Self-driven, strong desire to excel and ability to work independently
We have an amazing team of 500+ individuals working on highly innovative enterprise projects & products. Our customer base includes fortune 5 retail and CPG companies, leading store chains, fast growth fintech and multiple Silicon Valley startups.

What makes Confiz stand out is our focus on processes and culture. Confiz is CMMi Level 3 and ISO 9001:2015 certified. We have a vibrant culture of learning via collaboration and making workplace fun.

People who work with us work with the cutting-edge technologies while contributing success to the company as well as to themselves. This is obviously above and beyond the usual stuff (excellent pay, medical benefits, frequent appraisals and bonuses).

To know more about Confiz Limited, visit: https://web.facebook.com/lifeatconfiz",https://www.linkedin.com/jobs/view/2817680736/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=dgja95ls1hFNZ6LyOJcMQA%3D%3D&trackingId=BPRmqfA8xOvB6xHr9brLGg%3D%3D&trk=flagship3_search_srp_jobs,Senior Software Engineer - JAVA,Confiz
811,811,"We are an Emerging (Imports/Trading/Services) house centrally located in Lahore having an excellent work environment

The Role

Job Description
Accounts Officer (Sales Tax & Return Handling)
Creating and processing invoices.
Cross-checking invoices with payments and expenses to ensure accuracy.
Managing a company's accounts payable and receivable.
Sending bills and invoices to clients.
Tracking organization expenses.
Processing refunds.
Ideal Profile

Requirements

The candidate should be B.com, having up to one year experience in accounting preferably in Sales Tax.
Strong organizational skills
Self-motivated and detail-oriented
Quick to collaborate and coordinate with team members when necessary
Prior experience working with financial accounts
Strong math and critical reasoning skills
What's on Offer?
Fantastic work culture
Attractive Salary & Benefits
Work alongside & learn from best in class talent",https://www.linkedin.com/jobs/view/3083320227/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=dgja95ls1hFNZ6LyOJcMQA%3D%3D&trackingId=j0UOBA5YisIjm0ebZYCQyw%3D%3D&trk=flagship3_search_srp_jobs,Accounts Officer,Humayun Wellchem Trading Concern
812,812,"In a world where trades are happening faster than ever to answer our needs, where sustainability is not just an option anymore, clarity and trust in the information we trade with are a must.

So, say hello to Kpler! We exist to facilitate sustainable and efficient trade to meet the changing needs of our world. To do so we've built a Data-as-a-Service solution that does exactly that across the lifecycle of a trade.

Our solution aggregates data from hundreds of sources including radar and satellite imagery as well as logistics, governmental, shipping databases and more. Intelligently connecting the dots across fragmented information landscapes, we bring to our clients a unique, real-time understanding of the trades happening all over the world, by giving them access to live information about the movement of cargos, the availability of vessels as well as the commodity storage.

To support this endeavor we have teams in more than 7 countries and 8 key locations (Brussels, Paris, London, Vienna, Dubai, Singapore, Houston and New York). With individuals of various backgrounds, diverse skills, and international experiences, being global & inclusive is in our DNA!

Our values
Be humble - We always place the interests of the collective before your own.
Respect and care for others - We make every person feel comfortable in their own beliefs, decisions, and perspectives.
Take responsibility - We take ownership of our actions
Act with integrity -We are honest and transparent in all your dealings.
Be bold - We push the boundaries in order to improve and grow.

You’ll get to work in a truly global environment, with more than 30 nationalities speaking more than 15 languages.

What you’ll do:

You will participate in the evolution of our platform app.kpler.com (code, test, deployment, support) and derived applications with the aim of extracting (API, scraping), consolidating, (ETL), and applying algorithms (data-mining, business rules) on large data sets, and make them available (Postgres, ElasticSearch).

For example, you will improve our vessel destination forecast algorithm.

You will be tested on, and expected to work with the following stack :

Python, Posgresql, SQLAlchemy, ElasticSearch, AWS...

The technical team works in lean mode to continually improve our SaaS applications and API.

You could be a good fit if...
Python and ideally with a first experience in startups
Knowledge in Scala could be a plus
Crafty, handy and pragmatic, you code on Linux / Mac and are both comfortable with CLI and graphical interfaces
You commit on Open source projects and you are present on GitHub

Our People Pledge

Kpler is committed to providing a fair, inclusive and diverse work-environment. We believe that different perspectives lead to better ideas, and better ideas allow us to better understand the needs and interests of our diverse, global community. We welcome people of different backgrounds, experiences, abilities and perspectives and are an equal opportunity employer.",https://www.linkedin.com/jobs/view/3057865443/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=dgja95ls1hFNZ6LyOJcMQA%3D%3D&trackingId=kyV0mxosV3lpAqG0deFwiw%3D%3D&trk=flagship3_search_srp_jobs,Data Engineer,Kpler
813,813,"About Educative:

Educative is a hands-on learning platform for software developers of all levels. We were founded by industry veterans who understand first-hand the problems developers face staying on the cutting edge of modern technology. Educative's interactive, text-based courses are built to teach you the skills employers are looking for. We provide tools like in-browser coding environments and interview-focused assessments to help you practice as you learn.

Educative is connecting millions of developers worldwide to become a developer, grow their skills, or prepare for an interview.

Our learners rely on us to create engaging courses to get better at their job, find a better job, or experience the joy of learning. With the courses that you create, learners can maximize their success.

Core Responsibilities
Work with Software Developer, Network Administrator & Support all Teams.
Monitor network equipment and servers.
Assist with the design, implementation, and ongoing support of new software and features.
Oversee troubleshooting for system errors, and provide help desk support for network issues.
Provide technical support either by phone, or remote access.
Evaluate and resolve connectivity IT issues, equipment, software, Networking & hardware.
Set up the MacBook for new users, and install standard software on their MacBook.

Requirements:
Bachelor's or Master's Degree in Computer science or IT.
Hands-on experience on Unifi devices, Mikrotik router board.
Hands-on experience on MacBook-related issues.",https://www.linkedin.com/jobs/view/3099820343/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=dgja95ls1hFNZ6LyOJcMQA%3D%3D&trackingId=wUldJrItBd%2FWKgsP1VbakA%3D%3D&trk=flagship3_search_srp_jobs,IT Support Officer,"Educative, Inc."
814,814,"Articares is an international medical devices company with multiple offices in Europe and Asia. Articares’ mission is to bring quality rehabilitation within everyone’s reach. We achieve this by connecting healthcare professionals and patients through every step of the recovery journey, using advanced robotics and artificial intelligence solutions that empower people towards achieving a better quality of life and allow them to participate again in activities of daily living.
Our solutions are the results of intensive and collaborative work between experts in medical, business, and engineering fields. Articares’ products have been validated by clinical studies and made available to you by a team that strives to make every step of the recovery process a rewarding and life-changing journey.
The company is headquartered in Singapore with teams and partners in Australia, China, Germany, Italy, Switzerland, Korea, Thailand and Pakistan. We are looking for exceptional candidates who can make a difference by thinking out of the box. By joining the Articares family, you will have a supportive structure to enhance your career development and learning as you embark on this journey with us.

Overview:
Are you a highly creative technical writer currently limited by medical regulatory requirements on how your writings should be? And you are excited about how your copywriting flair will be extended beyond the standard manuals, clinical documentation and user guides; into compelling marketing messages, bold brand statements, engaging social media campaigns, enriching blog articles and any content that connects to the hearts of healthcare professionals?
You could be that very person we are looking for!
As part of our continued global expansion, we are looking for a Technical & Content Writer to take the lead in writing, production and review of manuals, user guides, clinical documents, press releases, articles, website content, product brochures and all forms of writing content that needs to be communicated internally and externally.

Responsibilities:
· Compile, edit and write clinical & communications deliverables, and serves as a technical writer on inter-department and intra-department projects with minimal supervision
· Assist with editing and proof reading of text written by other team members and provide constructive feedback to aid learning and development
· Collaborates with clinical and product development teams to develop and write content for production into IFUs, guides, manuals, product brochures, launch bulletins etc.
· Interpreting creative direction, clinical and technical information and transforming them into persuasive copy concepts
· Develop and write rehabilitation devices training materials, video scripts, magazine articles, blog articles, case studies, newsletters and presentations to be used by a variety of audiences
· Plan, research, write and develop a wide variety of content for paid, earned, shared and owned media to support the execution of our digital marketing plan
· Collaborate and coordinate with designer complement text with images, graphics, and charts, including production of printed materials
· Writing and dissemination of press releases and preparation of press kits
· Stay abreast of latest trends and developments in healthcare and technology
· Be aware of current industry practices and regulatory requirements that affect medical writing

Education & Experience:
· Degree or diploma in a healthcare / medical related discipline or journalism / communications
· Minimum of 3 years of experience in medical and/or healthcare writing
· Experienced in online content strategy and creation
· Understanding of medical products’ regulation and guidelines is an advantage

Skills Required:
· A strong and highly effective communicator, very meticulous and attention to details
· Extensive knowledge of English grammar and strong vocabulary for healthcare & MedTech industry
· Familiarity with a standard style guide and ability to develop style guides for numerous documentation
· Familiarity and experience with AMA style guide is an added advantage
· Ability to communicate medical & clinical information in a clear and concise manner that connects with the targeted audiences
· Structured, organised and able to work across multiple projects concurrently
· Advanced skills in Word, and proficient in other MS Office applications & popular Internet apps
· Ability to work with WordPress and Adobe Creative Suite is an advantage · Ability to speak and write in Chinese will be an added advantage

Application Requirements:
· Please attach your portfolio (in addition to your resume and cover letter) when you apply for this role. Applications without the requirement documents will be ignored.
· Demonstration of advanced editing skills in Word and other tests may be required during the interview process",https://www.linkedin.com/jobs/view/3069637415/?eBP=CwEAAAGBLrjbTOVJLRKVAEwEkFizPstdpj4TBzYG-qHecbtoocaRlZCoSWCjnlMMeID_Lb25BixQ-an9t3qM29gtWkbGHcVDKDE4Pv_qmlrCC8qpTyZx26IyQrCtqPLOX6-LqO64cc3dwWaDLsAEU1Vx5bofNmWK2MGOExcQAk5myrgxvZADEBCaQ7TYHEr0R-pnYpafyRBJrhQ-PycA7rIdGyKF0bVKTgoqrN63laBSE3ecw_ZlCuRlDj2nLj0TBWz4s4te0oMw0YZ4jS22woH7INwf0SVj6QBJ-Jdg_ej-nc6WqP9LDZJeKj6CbPjyknPpA1gb6D9GRLkeTPxfhGQguHLi5gEKoetR1NjOLlYJLprISOho2Rtfm8ktn5MVU9U&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=dgja95ls1hFNZ6LyOJcMQA%3D%3D&trackingId=pvzytcu2nXpVPrfo8eFcaw%3D%3D&trk=flagship3_search_srp_jobs,Technical and Content Writer,Articares
815,815,"Posted by
Sara Zafar
サラ| Talent Acquisition Specialist - Daraz (Alibaba) | Ex-433 | Japan Enthusiast | Recruit | Branding
Send InMail
ABOUT DARAZ:
Launched in 2012, Daraz is South Asia's online shopping and selling destination of choice – present in Pakistan, Bangladesh, Sri Lanka, Myanmar and Nepal. Supported by a wide range of tailored marketing, data, and service solutions, the pioneering e-commerce ecosystem in South Asia has 30,000 sellers and 500 brands, serving 5 million consumers. With 2 million products available, Daraz offers a diverse assortment of products in categories ranging from consumer electronics to household goods, beauty, fashion, sports equipment, and groceries. Focused on providing an excellent customer experience, it offers multiple payment methods including cash-on-delivery, comprehensive customer care and hassle- free returns. Daraz is owned by Alibaba Group Holding Limited.

At Daraz, We are looking for NATIVE android Developer meeting the following;

Responsibilities:
Collaborate with cross-functional teams to maintain, define, design, and ship new features.
Ability to communicate well in English
Unit-test code for robustness, including edge cases, usability, and general reliability is a plus.
Continuously discover, evaluate, and implement new technologies to maximise development efficiency
Working to remain an active learner in all technologies related to mobile development such as languages, SDKs, and tooling. Outside-of-the-box thinking, teamwork and self-organisation needed

Requirements:
BS/MS degree in Computer Science, Engineering or a related subject
Proven working experience in NATIVE Android app development
Architecture design skills, strong knowledge of design patterns like MVC, MVVM and Observer is a plus.
Rest API mocking tools such as Charles Proxy is a good plus.
Working knowledge of version control system such as GIT is required
Strong logical thinking, willing to explore, taking the ownership & great team player.

What We Offer:
1. International working environment in a start-up setting, and a unique opportunity to learn from the best in e-commerce (Alibaba Group) and business growth.
2. A platform to learn from Alibaba’s world-leading ecosystem
3. Rigorous training and exposure in team management, leadership, business analytics, and operations.
4. An opportunity to train the next generation of business leaders in the ‘tech’ industry.
5. Competitive salary and incentive package
6. Health & life insurance
7. Relocation support (if applicable)",https://www.linkedin.com/jobs/view/3101496617/?eBP=CwEAAAGBLrjbTIaG7VPWdwnP8-0kZ8ieaLZbvGsdVTWF9zHfIsLK23XPTsOZLvN9IXmtgGHf-baE1j4UYg87b0-_MBkurwJEKIiYK9G8goFyEW21k1gOZEIJTXcnnF6sjeH-kBc9YWUIzzbSzrivbMoM25oUzhXggp6qG3gkh8Ao9lRNdF0XhPJcCXNUqV14C8WiAr7PuwON8mvyEGCSAlGW8eEsofpjSjRNNou0aZrudErhcXPZ-3XBoZw-w6Lvk6dmZWmAm_GkLf_wgq-RCeXbiSTjGFt7LHBCJWnp6iQgbz9X684LuPMYLNBTuQiEsPHN1ZLG1hczLOCyxN0B1qUgiK1yBheoGS8gCjN6kEL4agdeWM40BX8kYoe5tZ1H&recommendedFlavor=SCHOOL_RECRUIT&refId=dgja95ls1hFNZ6LyOJcMQA%3D%3D&trackingId=68tzDwtY2whmBo2UHLGb5Q%3D%3D&trk=flagship3_search_srp_jobs,Senior Mobile Engineer (Android),Daraz
816,816,"TITLE: Boiler Engineer

REPORTS TO: Senior Boiler Engineer

LOCATION: Faisalabad, Pakistan

Rafhan Maize Products Co. Ltd. (Ingredion Incorporated) is hiring Boiler Engineer, who will be responsible for operation and maintenance of utilities during the shift.

As Boiler Engineer, Your Responsibilities Will Include
Monitoring Boiler Water Level, related pumps and burning system of Boiler in operation
Preparing the Plant Shift Report and Log Sheet
Checking the quality of boiler feed water, boiler blow down, process water and condensate return periodically during the shift
Ensuring the proper function of canal water settling system
Ensuring proper working of tube wells for raw water supply
Controlling the loss due to leakage of steam, water, gas, air, condensate at all the process plants
Closing valve in case of any major leakage of steam, steam condensate, water, gas, furnace oil and air
Ensuring the proper working of safety devices at the boiler
Ensuring the proper operation of the air compressors
Ensuring the safe and smooth working of LPG/SNG plant
Ensuring the efficient operation of cooling towers
Offering new ideas and thinking out of the box
Working collaboratively with peers and others
This Position Is Well-suited For You If You Have
Complete understanding of operation and maintenance of utilities-related equipment
Safety awareness regarding execution of high-risk jobs
Ability to prioritize, plan and deliver on goals as part of the team
Qualified Candidates Will Have
Matric; preferably DAE; 1st Class Boiler Competency Certificate
A few years of experience in boiler, water softening plant operation
Knowledge of SAP and Office Management tools
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

About Us

Rafhan Maize is an affiliate of Ingredion Incorporated, USA which has strong global presence with commercial and manufacturing operations in more than 60 countries of the world. Our strategy is a unique blend of volume growth and operational excellence. We are pursuing tri dimensional strategy to grow organically, geographically and by broadening ingredients portfolio.

If you are inspired by professional challenges and the rewards that come from a high level of performance, then Ingredion (Rafhan Maize) is the company for you. At Ingredion (Rafhan Maize) you can be a member of a globally connected team inspired to achieve great things.

We believe in the power of our people to work together to seize opportunities, overcome obstacles and exceed expectations. Each day, individuals make a meaningful difference in the quality of our products and the success of our technology and operations and, in turn, the quality of life for consumers.

Relocation Available:

No",https://www.linkedin.com/jobs/view/3023490642/?eBP=CwEAAAGBLrjbTOSNbj26yWWaML5tnA8ZhB51lrx7NZ5D_GZ1sk-u7gRzDBe_l55pJictqGiNWQDkAnjOCCKN2lkbPjtExtW0ww6-xsYliF0JrsKyea86w_0p2mJ9OXsZS9faYnkPGAmotAVT5S0gpXH0ZOFMcC9qFzqThoxELe3c6lnEYvmSfJpDFD4NsgZI9oTVVsVPsLy-xPSyykWVz-4SZq_9bDwT23i-ssakrX3MgNgh74tRnScUTJZE141cHxJmDhx_Gw8sSd9CjhJBs6r03N9z2apZHZjGLZMWlrg6JIJA2uWyIDCMhbqCHJh8lkFpXo3N_5eYbS45jU31or-ZPE7nJ9k5bu61z4yZKzK3b_KiPiEJlSEx_erFvLd4&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=dgja95ls1hFNZ6LyOJcMQA%3D%3D&trackingId=MItiji11smjH6o%2Fi%2B57NKg%3D%3D&trk=flagship3_search_srp_jobs,Boiler Engineer,Rafhan Maize Products Co. Ltd.
817,817,"Posted by
Sunaina Vishnu Raj
Resourcing Manager in PayTech | Business Analyst at Eedenbull
Send InMail
Term: 12 months
Market: Lahore, Pakistan
Experience requirement: 15 years
Project area: Acquiring & issuing business set up and support
Details of job: Given below
Job Description:
Major accountabilities:
Support in shaping mid-to-long term strategy for credit and acquiring businesses at the bank
Support development of pricing strategy at customer level
Collate the project roadmap for acquiring business and credit card launch, along with initiative/activity owners and timelines
Act as the focal point and primary stakeholder in cross-functional and cross-business units coordination (including legal, compliance, corporate, etc.)
Gather and provide periodic updates for senior management’s visibility
Highlight bottlenecks and escalating challenges for resolution
Provide coordination and problem-solving support to the Client team members, where reasonably possible
Qualifications/ expectations required:
Relevant experience in acquiring/ acceptance (required)
Relevant experience in credit card business (preferred)
Management consultancy experience (preferred)
Proven project management skills
Strong team player, results driven and high level of energy & initiative
People management skills
In-depth understanding of cost of payments and pricing complexities
Excellent written and verbal communication",https://www.linkedin.com/jobs/view/3068639651/?eBP=CwEAAAGBLrjbSyZeR5RVv6GjyxHTPqmeNtYHXU60PB1FdeLpiJ-mm5Y0XYjg7Lb7igr4WsTor7VshLjrrwLEeSDU8CT4ef819mnApLnWfDQoNkpCUHWdiiRugnF_Nk3wv0LSGstVxwFTizysU08acncOPIwcLNhvMuYJzVLoq2lpowlsFBTkAeORzLQ0JAZeM7R38ZOrnqSetU4OyMmIO6W_MsHQaJ0YPK8d99bd58lP4lmVblPtuz1TZQ8pj4y0TnMmG_IhsrKx11F3ifmYzYiYvvfdUU65gD-IT_sqOUbocHmTdGLeiEJMbxPvBN3LYEdC3QHc_irpCjHS3rXIu4XbttJPz6X-r-1aAE00UMOxqsgggopJPmQXZjtED9gyxOAaFWXozLsloAa4yfogRRV1&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=dgja95ls1hFNZ6LyOJcMQA%3D%3D&trackingId=FVp14v4%2F1ypNe1Ojtu54ew%3D%3D&trk=flagship3_search_srp_jobs,Senior Consultant (Acquiring and Issuing support),PayTech Group
