,job_descriptions,job links,job titles,Posted By
181,"A unique opportunity has arisen for an experienced Marketing Professional to play a lead role in building a new online used car marketplace in Pakistan. VavaCars is setting out to revolutionize the way cars are traded, by creating the world's most trusted car transaction platform. Headquartered in London, with initial locations across Pakistan and Turkey, we are creating a digi-physi brand rooted in transparency, innovation, simplicity, modernity, and togetherness. The role is based in Karachi, Pakistan

As a technology first start-up, we dive deep across all our marketing KPIs and marketing performance. We believe in detail and thus, use marketing data, metrics, and logic to understand our business, drive action and deliver results.

Role Mission:

We are looking for a builder with extensive experience of high growth, fast moving environments and able to operate in an agile manner. In addition, we require a creative scientist as comfortable optimizing digital campaigns on YT as developing TV creative, as comfortable optimizing brand measures as digital measures such as CPC, CTR, CR and CPA, as comfortable in ppt as you are in excel; someone able to activate the left- and right-hand side of their brain in equal measure. You will:
Develop the overall marketing strategy designed to deliver the business goals and champion the brand rooted in positive word-of-mouth (WOM)
Convert the strategy into an operating plan in concert with cross functional teams to ensure a harmonized approach
Manage and optimize a core team of agencies including our media, creative and PR partners
Manage the execution of all activities including digital, social, ATL / BTL, Influencer, and ensure overall brand health
Manage all creative and brand development with a data driven approach to creative optimization
Utilize strong analytical skills to dive deep as required particularly in area of overall marketing effectiveness and ROI
Be the voice of the customer internally and champion their stated and unstated requirements across the whole business
Act as de-facto brand guardian to ensure a one brand / one voice approach across all consumers facing touch-points
Hire and develop the very best talent in line with our culture and stated goal to make a dent on the auto universe
Think big and never afraid to continuously challenge the status quo and industry norms; we are outside disrupters
Be a Leader able to exemplify our Leadership Principles and earn trust at all levels with all stakeholders

Requirements
Working experience in high growth, fast moving environments
Demonstrably a builder where you have created a new product / initiative / business line from scratch
Extensive team building, management, and leading skills able to hire and develop the best at all levels
Proven experience in both digital and offline marketing – 8 years minimum
Demonstrable experience building and managing a brand with significant and growing budgets
Experience as a Senior leader acting as a role model to all staff and able to add value in all areas
Exemplary in English both written and verbal

Benefits

We offer a unique and exciting package - nothing like this has been attempted in the local auto space and we want to attract only the best and brightest. We offer a competitive remuneration package and a culture that focuses on employee growth and development. Our benefits include:
Unique entrepreneurial and leadership opportunity to sketch your career masterpiece
Working as part of a global, highly ambitious organization
Competitive compensation with performance bonus, benefits and employee stock options
There is no corner office, PA, chauffeur etc. please don’t apply if you expect old world perks
This role reports directly to the Country GM",https://www.linkedin.com/jobs/view/3052548521/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=mryJ79wEl%2Bw9GgDRqy0ozw%3D%3D&trk=flagship3_search_srp_jobs,Head of Marketing,VavaCars
182,"Posted by
Sara Sajid
Technical Recruiter | Career Advisor
Send InMail
Job Title: Expert Data Management & Data Science (Hadoop Development)
Department: Digital Technologies
Reporting to: Sr. Manager Data Management & Data Science
Location: Islamabad
Last Date to Apply: 30th April 2022
-----------
Job Purpose:
Develop Big data/Hadoop based projects
Provide solution for big data problems
Utlize Hadoop technologies in solving business problems

Job Responsibilities:
Develop Hadoop based projects
Understand customer business requirements and translate them to Big data (Hadoop) solutions
SQL/Unix/Spark/Hive coding
Help Operations team in solving L3/L4 issues
Optimize existing system for better performance

Eligibility Criteria (Education, Knowledge, Experience and Skills):

Education:
Bachelor's degree or above in Computer Science

Work Experience:
5-8 Years’ experience of working in the Hadoop field

Skills – Generic:
Should be passionate about data, information management, and its role for organizational decision making and performance boost.
Potential to achieve results with personal efforts and team coordination.
Can work under challenging environment and sustain pressures.
Have keen attention to accuracy, proficiency, and time management.
Good analytical skill.
Effective communication and negotiation skills for dealing with technical and business alike.

Skills – Job Specific:
Must have sound experience Hadoop technologies (spark,hive,hbase,nifi, etc)
Sound understanding of Telecom and cellular business.
Understanding of BI & DWH solution development methodology and in general System Development Life cycle.
Self-Motivated and Confident.
Good decision making skills.
Able to work under pressure.
Good Analytical skills.
Ability to provide quick solutions.
Able to manage small and Complex changes.",https://www.linkedin.com/jobs/view/3033146355/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=uQKn3x9LgpCYGVV%2B9HXrjw%3D%3D&trk=flagship3_search_srp_jobs,Expert Data Management and Data Science (Hadoop Development),Zong CMPak Ltd
183,"Can you complete research in a detailed and efficient way?

Do you enjoy ensuring that information is accurate?

Are you able to create and maintain a research tracking system?

If the meticulous researcher we just described sounds like you, we would love to have you join us as a Content Researcher at TOP Agency. You'd be joining our team that oversees content on digital websites in the consumer, education, politics, and business sectors which receive over 10M views a month.

You will work with our team to ensure that all data is accurate and relevant and that we meet our monthly and weekly research targets. The position is remote-friendly as you’ll be working with content writers, editors, and creators from across the world.

Key Duties
Do extensive research to gather up-to-date and accurate information
Be meticulous when it comes to researching and inputting data
Follow style guidelines and best practices for structured content
Complete weekly and monthly projects on time
Follow processes and workflows to improve the content creation process

Requirements (unless you convince us otherwise)
1+ years experience at a digital media outlet, publication, agency, or other content-producing platforms
Excellent research skills and experience conducting research
Highly dependable, with a solid work ethic
Skilled at creating and maintaining a research process
A keen eye for detail
Comfortable organizing multiple tasks at one time.
Able to clearly communicate with coworkers, even when teams are in different locations
Able to work independently and as part of a team
Tremendous agility with a positive mindset in adapting to changes in direction and priorities typical of a highly dynamic environment

Bonus
Lover of software tools and platforms
Knowledge of writing in HTML and working with content management systems (CMS)
Familiarity with AirTable",https://www.linkedin.com/jobs/view/3053901441/?eBP=JOB_SEARCH_ORGANIC&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=3FHyoUosxaiTAyTDucrGlA%3D%3D&trk=flagship3_search_srp_jobs,Content Researcher,TOP Worldwide
184,"In a world where trades are happening faster than ever to answer our needs, where sustainability is not just an option anymore, clarity and trust in the information we trade with are a must.

So, say hello to Kpler! We exist to facilitate sustainable and efficient trade to meet the changing needs of our world. To do so we've built a Data-as-a-Service solution that does exactly that across the lifecycle of a trade.

Our solution aggregates data from hundreds of sources including radar and satellite imagery as well as logistics, governmental, shipping databases and more. Intelligently connecting the dots across fragmented information landscapes, we bring to our clients a unique, real-time understanding of the trades happening all over the world, by giving them access to live information about the movement of cargos, the availability of vessels as well as the commodity storage.

To support this endeavor we have teams in more than 7 countries and 8 key locations (Brussels, Paris, London, Vienna, Dubai, Singapore, Houston and New York). With individuals of various backgrounds, diverse skills, and international experiences, being global & inclusive is in our DNA!

Our values
Be humble - We always place the interests of the collective before your own.
Respect and care for others - We make every person feel comfortable in their own beliefs, decisions, and perspectives.
Take responsibility - We take ownership of our actions
Act with integrity -We are honest and transparent in all your dealings.
Be bold - We push the boundaries in order to improve and grow.

You’ll get to work in a truly global environment, with more than 30 nationalities speaking more than 15 languages.

What you’ll do:

You will participate in the evolution of our platform app.kpler.com (code, test, deployment, support) and derived applications with the aim of extracting (API, scraping), consolidating, (ETL), and applying algorithms (data-mining, business rules) on large data sets, and make them available (Postgres, ElasticSearch).

For example, you will improve our vessel destination forecast algorithm.

You will be tested on, and expected to work with the following stack :

Python, Posgresql, SQLAlchemy, ElasticSearch, AWS...

The technical team works in lean mode to continually improve our SaaS applications and API.

You could be a good fit if...
Python and ideally with a first experience in startups
Knowledge in Scala could be a plus
Crafty, handy and pragmatic, you code on Linux / Mac and are both comfortable with CLI and graphical interfaces
You commit on Open source projects and you are present on GitHub

Our People Pledge

Kpler is committed to providing a fair, inclusive and diverse work-environment. We believe that different perspectives lead to better ideas, and better ideas allow us to better understand the needs and interests of our diverse, global community. We welcome people of different backgrounds, experiences, abilities and perspectives and are an equal opportunity employer.",https://www.linkedin.com/jobs/view/3057865443/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=6M42Jp5bVJUQBbC%2FdWBrnQ%3D%3D&trk=flagship3_search_srp_jobs,Data Engineer,Kpler
185,"Overview:

Blutech Consulting Pvt. Ltd. is one of the leading companies in the field of Data Analytics. We are hiring talented Senior Data Engineers to join our team for one of our international engagements. The role requires on-site engagement for 3 months duration outside Pakistan.

About Us:

There are 2.5 quintillion bytes of data being produced EVERY DAY and at Blutech Consulting, we make that data useful - for organizations, businesses, and people all around the world.

What began as an inquisitive venture of some tech-savvy individuals has now become Pakistan's leading data consultation company, comprising over 200 professionals with our senior consultants possessing over 15 years of experience. Having served in Fortune 500 companies, government agencies, and leading financial institutions – the people at BTC come from diverse backgrounds to only make it a more inclusive space.

When it comes to work – we do what we do best, but more importantly, we do it fast! From integrating data to building metrics; identifying recurring patterns to implementing analytics systems – we offer complete solutions and services that guarantee optimization and cost advantages.

Primary Responsibilities for a Senior Data Engineer - NiFi:

Responsible to develop Data/ETL pipelines using NiFi and Spark.
Performance tuning and optimization of pipelines/queries and Spark jobs
Perform data profiling and analysis to uncover data quality issues
Maintenance and Support of ETL Data post and DevOps

Qualifications for a Senior Data Engineer - NiFi:

Minimum 3 years of experience in a small to mid‐size software company in a similar role
Bachelor's Degree or equivalent experience in Computer Science, Technology, or a related field of study
Must have experience with Data Lake as well as ELT development on Cloudera and Hortonworks
Must have hands-on expertise in Apache NiFi and/or Cloudera CFM
Experience in creating test plans, testing, and resolving data discrepancies
Strong SQL development skills
Possess ability to analyze business requirements and ask clarifying questions.
Able to work independently with minimum supervision and provide a structured development effort to ongoing/new projects.",https://www.linkedin.com/jobs/view/3040852802/?eBP=JOB_SEARCH_ORGANIC&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=0Dcp0p03blyIu1373yCVyQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Engineer - NiFi,Blutech Consulting
186,"Binance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money.

Are you looking to be a part of the most influential company in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?

Responsibilities:
Sort out business scenarios, lead team work closely with the data scientist, backend dev and frontend dev teams to continuously deliver data applications and data APIs, output business value.
Lead team build a data development platform for internal data engineers to improvement the development efficiency
Lead team design and development data application in SaaS model for external partner
Plan the construction of data application, continuously optimize it to ensure the scalability, high availability, fault tolerance and flexibility to meet the needs of various applications.

Requirements:
5+ years of experience in Java backend, Springboot, Microservice architecting
5+ years of experience in leading Data team(s).5+ years experience of Data platform.
Proficient in one of Mysql, Postgresql or other relational databases design and development
Familiar with SaaS/PaaS/IaaS architecture and design.
Familiar with Big Data components including but not limited to Hadoop, Hive, Spark, Spark streaming, Delta lake, Hudi, Flink, Presto, Hbase, Kafka, Zookeeper, Airflow, Elasticsearch, Redis, etc.
Experiences with AWS Big Data services is a plus.
Have strong team collaboration attitude and develop partnership with other teams and business.
Be optimistic, ability to adapt quickly to meet new challenges and quick to respond against incidents.

Working at Binance
Do something meaningful; Be a part of the future of finance technology and the no.1 company in the industry
Fast moving, challenging and unique business problems
International work environment and flat organisation
Great career development opportunities in a growing company
Possibility for relocation and international transfers mid-career
Competitive salary
Flexible working hours, Casual work attire",https://www.linkedin.com/jobs/view/3069609037/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=xj221L11tlou1zyDmTpNVg%3D%3D&trk=flagship3_search_srp_jobs,Data Application Lead,Binance
187,"POSITION: Data Analyst Intern

LOCATION: Remote

SCHEDULE: Part-time (10-20h/week)

About Brainnest

The business management and training company headquartered in Bremen, Germany. We are a success-driven firm that provides management advisory and contracting services customized to help companies from different industries with business management problems. Brainnest runs, leads, and manages complex projects and initiatives. We have begun from scratch when a network of professionals, Ph.D. holders, and highly skilled personnel bring to a business table their practical and academic years of experience to form up a concrete blueprint on which the company has been designed. Since 2020, we offer a combination of expertise, proficiency, and commitment leveraging our deep industry experience, along with using analytical rigor to drive outstanding results for businesses. We proudly provide top-class consulting and training services for a wide range of industries around the world. A well-equipped team, advanced tools, and modern methodologies are some of what we correctly utilize to offer our clients what makes them the best in their fields.

Our team is looking for a Data Analysis Intern to join them in the upcoming weeks. This position is great for an aspiring data analysis professional looking to work on business-critical projects and gain relevant work experience.

Your Profile
Strong communication skills with the ability to discuss any issues with a wide variety of individuals and groups
Capability to produce content on time, with attention to detail, and an emphasis on identifying and pitching to a target audience
A well-organized team player with the ability to perform various tasks, act individually, and think creatively
Familiarity with Microsoft applications and Zoom
Willingness to learn and develop data analysis skills
Competitive and proactive attitude
Fluency in English
You Will Learn How To
Get started with business analytics, including accessing and integrating the right data and constructing a data map
Prepare data, explore it visually, and describe it using statistical methods
Think and talk like an analyst
How to collaborate with others in different roles to get the data you need
Turn information into a work of art and intrigue your audience
Use a powerful set of business analytics tools to create and share visualizations with others in the organization
Make smarter, data-driven decisions
Interpret the data you see, find the data you need, and clean the data to work effectively with data
Work with data, including how to import data, work with flat files such as CSV, and create data sets for others
Use predictive tools in business analytics that can help companies make better decisions
Use business analytics tools and techniques to leverage sales data and help organizations get more leads, close more deals, and ultimately increase the number of customers
At Brainnest, we’re committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We strive to be a more equal opportunity workplace.",https://www.linkedin.com/jobs/view/3069465701/?eBP=JOB_SEARCH_ORGANIC&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=duEoMywnea9E63bN9t8h%2Fg%3D%3D&trk=flagship3_search_srp_jobs,Data Analysis Intern (Remote Internship - Analyst),Brainnest
188,"Posted by
Ankit Chauhan
Global Talent Acquisition at Starkflow
Send InMail
PLEASE DO NOT APPLY IF YOU ARE IN INDIA.

Hi,
Greeting from Starkflow!!
We are looking for an AWS Data Engineer for one of our client for a 100% remote position.

Note: No visa sponsorship is available

Role: Full Time
Location: Remote [Applicants are accepted from anywhere except India]

Job Description

Key skill set: Python, SQL, AWS Cloud Components
Secondary skills: Java, Airflow (Nice to have)

What we are looking for:
Design, build and operationalize large scale enterprise data solutions and applications using one or more of AWS data and analytics services in combination with 3rd parties - Spark, EMR, DynamoDB, RedShift, Kinesis, Lambda, Glue, Snowflake.
Analyze, re-architect and re-platform on-premises data warehouses to data platforms on AWS cloud using AWS or 3rd party services.
Design and build production data pipelines from ingestion to consumption within a big data architecture, using Java, Python, Scala.
Design and implement data engineering, ingestion and curation functions on AWS cloud using AWS native or custom programming.
Perform detail assessments of current state data platforms and create an appropriate transition path to AWS cloud.
Experience in REDSHIFT/S3/ Glue/Athena/Dynamo DB.

You can also email me your resume at ankit@starkflow.co",https://www.linkedin.com/jobs/view/3062156125/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=UYJ1%2F0YsbDruQZvlL7DY2g%3D%3D&trk=flagship3_search_srp_jobs,AWS Data Engineer,Starkflow
189,"The Role: As a Data Researcher I in our Bank Rates team, you will be responsible to ensure the accuracy, completeness, and timeliness of data published in the MI platform. Maintain a high level of subject matter expertise related to content set, including knowledge of internal applications and external products.

Work Shift: This is a permanent night shift role. You will be required to work in the night hours from 6 P.M to 3 A.M/7 P.M to 4 A.M.

The Location: This position is based in Islamabad, Pakistan.

The Team / The Business: We are truly a global firm. The presence of our Bank Rates team spans over Pakistan, Philippines, India and the United States.

Impact: You will have an opportunity to improve your skillset and grow a global internal and external network that will enable you to regularly assess client service levels and identify creative, viable ways to drive meaningful improvement.

The Career Opportunity: Our Company prides itself in being an equal opportunity employer and a result faced meritocracy. We set high standards and value accountability for all. At the same time, we seek to identify and reward exceptional performance with growth opportunities. Based on planned growth and initiatives, you have an opportunity to emerge to more specialized roles and act as a resource for the team.

Responsibilities
You will contact US banks during US business hours primarily via phone calls, supplemented with emails and Internet-based research to collect comprehensive information on the interest rates for their banking products according to SPGMI parameters
You will be responsible for timely entry and submission of data within given timeframes
Developing and maintaining business relationships with external contacts/clients as a means to actively track information on the covered content set falls under the preview of this job
You are required to keep up-to-date with industry knowledge and build with experience and passage of time
Improving measures for capturing data and identify new collection methods related to the covered content set
You will have the capacity to learn and work on Fees related and charter jobs
Lastly, ability to contribute to the department through initiatives including but not limited to Lean, Automation, Robotic Process Automation and Quality Analytics.
Basic Qualifications

What We’re Looking For:
Minimum of a Bachelor's/College degree
Excellent communication skills with great telephonic manner to speak to international clients
The candidate must have a positive attitude towards work and environment/culture of the team
Passionate about work and the urge to go above and beyond
Previous calling experience is an added advantage
Tight-knit collaboration skills
Eager to learn new things and be a standout teammate
Ability to work under tight deadlines
Excellent attention to detail
An interest in the tech industry
Equal Opportunity Employer

S&P Global is an equal opportunity employer and all qualified candidates will receive consideration for employment without regard to race/ethnicity, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, marital status, military veteran status, unemployment status, or any other status protected by law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.

US Candidates Only: The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law.

20 - Professional (EEO-2 Job Categories-United States of America), DTMGOP203 - Entry Professional (EEO Job Group), SWP Priority – Ratings - (Strategic Workforce Planning)

Job ID: 272729

Posted On: 2022-04-07

Location: Islamabad, Pakistan",https://www.linkedin.com/jobs/view/3053424601/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=BAHdKGV5J5JhO6x4Ig9tJQ%3D%3D&trk=flagship3_search_srp_jobs,Data Researcher I - Bank Rates (Evergreen req),S&P Global Market Intelligence
190,"Position Senior Data Engineer

Experience 5+ Years

Job Description

This role is responsible for the development and implementation of data warehouse solutions for company-wide application and managing large sets of structured and unstructured data. The candidate will be expected to analyze complex customer requirements and work with data warehouse architect to gather, define and document data transformation rules and its implementation. Data Engineers will be expected to have a broad understanding of the data acquisition and integration space and be able to weigh the pros and cons of different architectures and approaches.

You will have a chance to learn and work with multiple technologies and Thought Leaders in the domain.

Responsibility
Translate the business requirements into technical requirements
ETL development using native and 3rd party tools and utilities
Write and optimize complex SQL and shell scripts
Design and develop code, scripts, and data pipelines that leverage structured and unstructured data
Data ingestion pipelines and ETL processing, including low-latency data acquisition and stream processing
Design and develop processes/procedures for integration of data warehouse solutions in an operative IT environment.
Monitoring performance and advising any necessary configurations & infrastructure changes.
Create and maintain technical documentation that is required in supporting solutions.
Coordinate with customers to understand their requirements
Provide direct support to the project lead and the solution delivery team.
Readiness to travel to customer sites for short, medium or long-term engagements.
Skills And Qualifications
S. / M.S. in Computer Sciences or related field
Hands on experience with one or more ETL tools like Informatica, DataStage, Talend etc.
Strong concepts of designing and developing ETL architectures.
Strong RDBMS concepts and SQL development skills
Good understanding of data modeling and mapping
Experience with Data Integration from multiple data sources
Working experience in one or more business areas like Telecom, Retail, Finance etc.
Experience with one or more Cloud environments like AWS, Azure or GCP along with hands on experience with different cloud services.
Software development experience, working with a variety of programming languages such as Java, AngularJS, C++, Python, Groovy etc.
Good knowledge of Big Data technologies such as Pig, Hive, Spark, Kafka, Nifi
Experience with NoSQL databases, such as HBase, Cassandra, MongoDB
Experience with any of the Hadoop distributions such as Cloudera/Hortonworks
Experience with Teradata tools and technologies will be a plus.
Training/Certification on Teradata will be a plus.
Good communication and presentation skills, both verbal and written
Proven experience in customer facing roles for large engagements and experience in working with delivery teams.
Ability to solve problems using a creative and logical mind set
Must be self-motivated, analytical, detail oriented, organized and pursue excellence on all tasks
Our Company

Teradata is the connected multi-cloud data platform for enterprise analytics company. Our enterprise analytics solve business challenges from start to scale. Only Teradata gives you the flexibility to handle the massive and mixed data workloads of the future, today.

The Teradata Vantage architecture is cloud native, delivered as-a-service, and built on an open ecosystem. These design features make Vantage the ideal platform to optimize price performance in a multi-cloud environment.",https://www.linkedin.com/jobs/view/3044930634/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=W7UPn1MYPDpG9H1RBrRayQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Engineer,Teradata
191,"Posted by
Jouvie Mae Embalzado
International Recruiter | WFA & Pitch Club Support at Yodo1 Games
Send InMail
Location: FULLY REMOTE

What is Yodo1 and why should I care?

Yodo1 is a global games platform with three main businesses: Publishing, IP Licensing, and our core product, MAS: Managed Ad Services.

We are making it possible for thousands of game developers around the world to turn their passion into livelihood.

Right now, we are hiring a Data Analyst to build an analytical framework that turns data into insight, provides strategic advice, and enables data-driven decision-making.


Opportunities
Joining Yodo1’s global team will give you opportunities to learn and grow by:
Working closely with leaders and experts in our monetization, platform products, game publishing, IP licensing, and finance teams and gaining an understanding of key metrics and data sets for these businesses;
Testing your data-mining models and analytical approaches with rich data sources, covering key aspects of the fast-growing mobile gaming industry;
Work hand-in-hand with our data engineers and data warehouse architect in designing our data product and platforms.

Successful candidates will have the opportunity to lead our data analytics team.


Responsibilities
Proactively data-mining for our mobile game monetization, user acquisition, publishing, and IP licensing projects; able to deliver data insights to improve operational efficiency and help business owners make data-driven decisions;
Providing and presenting high-quality reports, data visualizations, and findings at team and management levels to empower decision making;
Managing and troubleshooting our data collection system to ensure efficient delivery;
Owning our Business Intelligence platform, ensuring stability, data accuracy, and integrity, as well as compatibility with our data sources;
Collaborating with multiple business units, learning their data needs, and creating database ETL and data aggregation designs accordingly;
Leading the continuous improvement of our analysis and reporting system and driving the implementation of your data designs by the data engineering team;
Suggesting and acting upon processes that can lead to Automation and Machine Learning.


Requirements
Expertise in Python or Java/Go; proficiency in Databases and SQL, BI, and data visualization tools such as Superset/Spotfire/Power BI;
1 to 5 years of proven experience in data analysis or as a data analyst, scientist, or product manager in a data-related role, preferably in gaming, advertising, or finance;
Business English proficiency and ability to communicate clearly, concisely, and proactively with colleagues across multiple countries and timezones;
Proactive learning mindset with strong logical reasoning.


Preferred
Experience with Deepnote/Dataspell and other big data analysis tools;
Application of analytical models and algorithms;
Fluency in Mandarin Chinese preferred but not required;
Scalable thinking—this will take you far in our fast-growing company.


What We Offer
We want our contributors to grow with Yodo1 and take ownership in our shared success. At Yodo1, you will enjoy:
Fair pay based on qualifications, experience, and fit for the role.
Flexible hours and unlimited paid time off.
The ability to work from anywhere (WFA).
The option to be paid in your currency of choice.
An allowance to purchase devices or equipment to improve your WFA setup.
Variable compensation through our annual bonus programs.
Pre-IPO access to our Employee Stock Option Plan.

Apply now to change the game for game developers!",https://www.linkedin.com/jobs/view/3026368207/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=x4C1gbO8PdyhjcdtFn8wxg%3D%3D&trk=flagship3_search_srp_jobs,Data Analyst for Global Games Platform,Yodo1 Games
192,"Pareto People - A global HR services firm operating in the U.K, Middle East, New Zealand, and Australia providing various HR services such as Recruitment, Assessment, and Development to major multinationals and regional businesses.

Currently, we are looking for an Associate Researcher to join our business remotely.

Job Responsibilities:

Conduct market mapping/research using various online research tools
Industry research to prepare market intel
Talent mapping - C-level
Administrative responsibilities across candidate management

Job Requirements:

Must be a graduate from a reputable business school
Fresh Grads/Internship level experience required
Excellent communication skills
Familiar with online research tools/systems

This is a remote-based job covering the Middle East market. Working hours: Mon-Friday (10:00 am - 6:00 pm PST)

**Excellent package and benefits on offer with a dedicated succession planning in place**",https://www.linkedin.com/jobs/view/3062925520/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=ivsrHFK81iMDadxnW9Gpzw%3D%3D&trk=flagship3_search_srp_jobs,Associate Researcher,Pareto People
193,"We are looking for an experienced developer responsible for the design, development and maintenance of applications. You will be working alongside other engineers and developers working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and the creation of quality products is essential.

Responsibilities
Collaborate with Big Data Solution Architects to design, prototype, implement, and optimize data ingestion pipelines so that data is shared effectively across various business systems.
Build ETL/ELT and Ingestion pipelines and design optimal data storage and analytics solutions using cloud and on-perm technologies.
Ensure the design, code and procedural aspects of solution are production ready, in terms of operational, security and compliance standards.
Participate in day to day project and production delivery status meetings, and provide technical support for faster resolution of issues.
Qualifications
Minimum 4 years of design & development experience with at least 1 year of experience with big data technologies like Spark/Flink and Kafka
Proficient in Python or Java/Scala.
Hands-on Experience With Some Of The Following Technologies
YARN, HDFS/ADLS/GCS, Hive/BigQuery, ELK/Splunk/Stack Driver
Kubernetes
Airflow/Oozie
Spring/Guice or any other DI framework,
RESTful Web Services.
Proficient in querying and manipulating data from various DB (relational and big data).
Experience of writing effective and maintainable unit and integration tests for ingestion pipelines.
Experience of using static analysis and code quality tools and building CI/CD pipelines.
Exposure to microservices architecture (nice to have).
Bachelor's degree from an accredited college/university or equivalent work experience.
We have an amazing team of 500+ individuals working on highly innovative enterprise projects & products. Our customer base includes fortune 5 retail and CPG companies, leading store chains, fast growth fintech and multiple Silicon Valley startups.

What makes Confiz stand out is our focus on processes and culture. Confiz is CMMi Level 3 and ISO 9001:2015 certified. We have a vibrant culture of learning via collaboration and making workplace fun.

People who work with us work with the cutting-edge technologies while contributing success to the company as well as to themselves. This is obviously above and beyond the usual stuff (excellent pay, medical benefits, frequent appraisals and bonuses).

To know more about Confiz Limited, visit: https://web.facebook.com/lifeatconfiz",https://www.linkedin.com/jobs/view/3055702820/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=PSFcO6VaOXfvlb1dk8t9DQ%3D%3D&trackingId=FyGECVxwA%2B9opJ6ba9P71A%3D%3D&trk=flagship3_search_srp_jobs,Senior Data Engineer (Python),Confiz
